2026/07/22 18:56:57.256, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:57.467, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:57.667, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:57.867, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:58.067, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:58.267, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:58.468, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:58.668, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:58.868, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:59.068, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:59.268, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:59.468, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:59.669, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:56:59.869, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:00.069, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:00.269, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:00.469, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:00.669, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:00.869, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:01.069, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:01.269, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:01.470, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:01.670, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:01.870, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:02.070, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:02.270, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:02.470, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:02.670, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:02.870, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
2026/07/22 18:57:03.071, 1, GPU-ce371efa-d785-317a-c922-c09f545873e4, 24576, 9710, 14329, 0
